X,Y,RETICLE_SHOT,COL|ROW
63.721,-3.061,S-1_-4,C7R4
61.13,-3.061,S-1_-4,C7R5
80.562,-1.061,S-1_-4,C8R0
75.38,-1.061,S-1_-4,C8R1
70.198,-1.061,S-1_-4,C8R2
66.311,-1.061,S-1_-4,C8R3
63.721,-1.061,S-1_-4,C8R4
61.13,-1.061,S-1_-4,C8R5
56.804,-28.061,S-1_-3,C0R0
51.622,-28.061,S-1_-3,C0R1
46.44,-28.061,S-1_-3,C0R2
42.554,-28.061,S-1_-3,C0R3
39.963,-28.061,S-1_-3,C0R4
37.372,-28.061,S-1_-3,C0R5
56.804,-24.061,S-1_-3,C1R0
51.622,-24.061,S-1_-3,C1R1
46.44,-24.061,S-1_-3,C1R2
42.554,-24.061,S-1_-3,C1R3
39.963,-24.061,S-1_-3,C1R4
37.372,-24.061,S-1_-3,C1R5
56.804,-20.061,S-1_-3,C2R0
51.622,-20.061,S-1_-3,C2R1
46.44,-20.061,S-1_-3,C2R2
42.554,-20.061,S-1_-3,C2R3
39.963,-20.061,S-1_-3,C2R4
37.372,-20.061,S-1_-3,C2R5
56.804,-16.061,S-1_-3,C3R0
51.622,-16.061,S-1_-3,C3R1
46.44,-16.061,S-1_-3,C3R2
42.554,-16.061,S-1_-3,C3R3
39.963,-16.061,S-1_-3,C3R4
37.372,-16.061,S-1_-3,C3R5
56.804,-12.061,S-1_-3,C4R0
51.622,-12.061,S-1_-3,C4R1
46.44,-12.061,S-1_-3,C4R2
42.554,-12.061,S-1_-3,C4R3
39.963,-12.061,S-1_-3,C4R4
37.372,-12.061,S-1_-3,C4R5
56.804,-8.061,S-1_-3,C5R0
51.622,-8.061,S-1_-3,C5R1
46.44,-8.061,S-1_-3,C5R2
42.554,-8.061,S-1_-3,C5R3
39.963,-8.061,S-1_-3,C5R4
37.372,-8.061,S-1_-3,C5R5
56.804,-5.061,S-1_-3,C6R0
51.622,-5.061,S-1_-3,C6R1
46.44,-5.061,S-1_-3,C6R2
42.554,-5.061,S-1_-3,C6R3
39.963,-5.061,S-1_-3,C6R4
37.372,-5.061,S-1_-3,C6R5
56.804,-3.061,S-1_-3,C7R0
51.622,-3.061,S-1_-3,C7R1
46.44,-3.061,S-1_-3,C7R2
42.554,-3.061,S-1_-3,C7R3
39.963,-3.061,S-1_-3,C7R4
37.372,-3.061,S-1_-3,C7R5
56.804,-1.061,S-1_-3,C8R0
51.622,-1.061,S-1_-3,C8R1
46.44,-1.061,S-1_-3,C8R2
42.554,-1.061,S-1_-3,C8R3
39.963,-1.061,S-1_-3,C8R4
37.372,-1.061,S-1_-3,C8R5
33.046,-28.061,S-1_-2,C0R0
27.864,-28.061,S-1_-2,C0R1
22.682,-28.061,S-1_-2,C0R2
18.796,-28.061,S-1_-2,C0R3
16.205,-28.061,S-1_-2,C0R4
13.614,-28.061,S-1_-2,C0R5
33.046,-24.061,S-1_-2,C1R0
27.864,-24.061,S-1_-2,C1R1
22.682,-24.061,S-1_-2,C1R2
18.796,-24.061,S-1_-2,C1R3
16.205,-24.061,S-1_-2,C1R4
13.614,-24.061,S-1_-2,C1R5
33.046,-20.061,S-1_-2,C2R0
27.864,-20.061,S-1_-2,C2R1
22.682,-20.061,S-1_-2,C2R2
18.796,-20.061,S-1_-2,C2R3
16.205,-20.061,S-1_-2,C2R4
13.614,-20.061,S-1_-2,C2R5
33.046,-16.061,S-1_-2,C3R0
27.864,-16.061,S-1_-2,C3R1
22.682,-16.061,S-1_-2,C3R2
18.796,-16.061,S-1_-2,C3R3
16.205,-16.061,S-1_-2,C3R4
13.614,-16.061,S-1_-2,C3R5
33.046,-12.061,S-1_-2,C4R0
27.864,-12.061,S-1_-2,C4R1
22.682,-12.061,S-1_-2,C4R2
18.796,-12.061,S-1_-2,C4R3
16.205,-12.061,S-1_-2,C4R4
13.614,-12.061,S-1_-2,C4R5
33.046,-8.061,S-1_-2,C5R0
27.864,-8.061,S-1_-2,C5R1
22.682,-8.061,S-1_-2,C5R2
18.796,-8.061,S-1_-2,C5R3
16.205,-8.061,S-1_-2,C5R4
13.614,-8.061,S-1_-2,C5R5
33.046,-5.061,S-1_-2,C6R0
27.864,-5.061,S-1_-2,C6R1
22.682,-5.061,S-1_-2,C6R2
18.796,-5.061,S-1_-2,C6R3
16.205,-5.061,S-1_-2,C6R4
13.614,-5.061,S-1_-2,C6R5
33.046,-3.061,S-1_-2,C7R0
27.864,-3.061,S-1_-2,C7R1
22.682,-3.061,S-1_-2,C7R2
18.796,-3.061,S-1_-2,C7R3
16.205,-3.061,S-1_-2,C7R4
13.614,-3.061,S-1_-2,C7R5
33.046,-1.061,S-1_-2,C8R0
27.864,-1.061,S-1_-2,C8R1
22.682,-1.061,S-1_-2,C8R2
18.796,-1.061,S-1_-2,C8R3
16.205,-1.061,S-1_-2,C8R4
13.614,-1.061,S-1_-2,C8R5
9.288,-28.061,S-1_-1,C0R0
4.106,-28.061,S-1_-1,C0R1
-1.076,-28.061,S-1_-1,C0R2
-4.962,-28.061,S-1_-1,C0R3
-7.553,-28.061,S-1_-1,C0R4
-10.144,-28.061,S-1_-1,C0R5
9.288,-24.061,S-1_-1,C1R0
4.106,-24.061,S-1_-1,C1R1
-1.076,-24.061,S-1_-1,C1R2
-4.962,-24.061,S-1_-1,C1R3
-7.553,-24.061,S-1_-1,C1R4
-10.144,-24.061,S-1_-1,C1R5
9.288,-20.061,S-1_-1,C2R0
4.106,-20.061,S-1_-1,C2R1
-1.076,-20.061,S-1_-1,C2R2
-4.962,-20.061,S-1_-1,C2R3
-7.553,-20.061,S-1_-1,C2R4
-10.144,-20.061,S-1_-1,C2R5
9.288,-16.061,S-1_-1,C3R0
4.106,-16.061,S-1_-1,C3R1
-1.076,-16.061,S-1_-1,C3R2
-4.962,-16.061,S-1_-1,C3R3
-7.553,-16.061,S-1_-1,C3R4
-10.144,-16.061,S-1_-1,C3R5
9.288,-12.061,S-1_-1,C4R0
4.106,-12.061,S-1_-1,C4R1
-1.076,-12.061,S-1_-1,C4R2
-4.962,-12.061,S-1_-1,C4R3
-7.553,-12.061,S-1_-1,C4R4
-10.144,-12.061,S-1_-1,C4R5
9.288,-8.061,S-1_-1,C5R0
4.106,-8.061,S-1_-1,C5R1
-1.076,-8.061,S-1_-1,C5R2
-4.962,-8.061,S-1_-1,C5R3
-7.553,-8.061,S-1_-1,C5R4
-10.144,-8.061,S-1_-1,C5R5
9.288,-5.061,S-1_-1,C6R0
4.106,-5.061,S-1_-1,C6R1
-1.076,-5.061,S-1_-1,C6R2
-4.962,-5.061,S-1_-1,C6R3
-7.553,-5.061,S-1_-1,C6R4
-10.144,-5.061,S-1_-1,C6R5
9.288,-3.061,S-1_-1,C7R0
4.106,-3.061,S-1_-1,C7R1
-1.076,-3.061,S-1_-1,C7R2
-4.962,-3.061,S-1_-1,C7R3
-7.553,-3.061,S-1_-1,C7R4
-10.144,-3.061,S-1_-1,C7R5
9.288,-1.061,S-1_-1,C8R0
4.106,-1.061,S-1_-1,C8R1
-1.076,-1.061,S-1_-1,C8R2
-4.962,-1.061,S-1_-1,C8R3
-7.553,-1.061,S-1_-1,C8R4
-10.144,-1.061,S-1_-1,C8R5
-14.47,-28.061,S-1_0,C0R0
-19.652,-28.061,S-1_0,C0R1
-24.834,-28.061,S-1_0,C0R2
-28.721,-28.061,S-1_0,C0R3
-31.311,-28.061,S-1_0,C0R4
-33.902,-28.061,S-1_0,C0R5
-14.47,-24.061,S-1_0,C1R0
-19.652,-24.061,S-1_0,C1R1
-24.834,-24.061,S-1_0,C1R2
-28.721,-24.061,S-1_0,C1R3
-31.311,-24.061,S-1_0,C1R4
-33.902,-24.061,S-1_0,C1R5
-14.47,-20.061,S-1_0,C2R0
-19.652,-20.061,S-1_0,C2R1
-24.834,-20.061,S-1_0,C2R2
-28.721,-20.061,S-1_0,C2R3
-31.311,-20.061,S-1_0,C2R4
-33.902,-20.061,S-1_0,C2R5
-14.47,-16.061,S-1_0,C3R0
-19.652,-16.061,S-1_0,C3R1
-24.834,-16.061,S-1_0,C3R2
-28.721,-16.061,S-1_0,C3R3
-31.311,-16.061,S-1_0,C3R4
-33.902,-16.061,S-1_0,C3R5
-14.47,-12.061,S-1_0,C4R0
-19.652,-12.061,S-1_0,C4R1
-24.834,-12.061,S-1_0,C4R2
-28.721,-12.061,S-1_0,C4R3
-31.311,-12.061,S-1_0,C4R4
-33.902,-12.061,S-1_0,C4R5
-14.47,-8.061,S-1_0,C5R0
-19.652,-8.061,S-1_0,C5R1
-24.834,-8.061,S-1_0,C5R2
-28.721,-8.061,S-1_0,C5R3
-31.311,-8.061,S-1_0,C5R4
-33.902,-8.061,S-1_0,C5R5
-14.47,-5.061,S-1_0,C6R0
-19.652,-5.061,S-1_0,C6R1
-24.834,-5.061,S-1_0,C6R2
-28.721,-5.061,S-1_0,C6R3
-31.311,-5.061,S-1_0,C6R4
-33.902,-5.061,S-1_0,C6R5
-14.47,-3.061,S-1_0,C7R0
-19.652,-3.061,S-1_0,C7R1
-24.834,-3.061,S-1_0,C7R2
-28.721,-3.061,S-1_0,C7R3
-31.311,-3.061,S-1_0,C7R4
-33.902,-3.061,S-1_0,C7R5
-14.47,-1.061,S-1_0,C8R0
-19.652,-1.061,S-1_0,C8R1
-24.834,-1.061,S-1_0,C8R2
-28.721,-1.061,S-1_0,C8R3
-31.311,-1.061,S-1_0,C8R4
-33.902,-1.061,S-1_0,C8R5
-38.228,-28.061,S-1_1,C0R0
-43.41,-28.061,S-1_1,C0R1
-48.592,-28.061,S-1_1,C0R2
-52.478,-28.061,S-1_1,C0R3
-55.069,-28.061,S-1_1,C0R4
-57.66,-28.061,S-1_1,C0R5
-38.228,-24.061,S-1_1,C1R0
-43.41,-24.061,S-1_1,C1R1
-48.592,-24.061,S-1_1,C1R2
-52.478,-24.061,S-1_1,C1R3
-55.069,-24.061,S-1_1,C1R4
-57.66,-24.061,S-1_1,C1R5
-38.228,-20.061,S-1_1,C2R0
-43.41,-20.061,S-1_1,C2R1
-48.592,-20.061,S-1_1,C2R2
-52.478,-20.061,S-1_1,C2R3
-55.069,-20.061,S-1_1,C2R4
-57.66,-20.061,S-1_1,C2R5
-38.228,-16.061,S-1_1,C3R0
-43.41,-16.061,S-1_1,C3R1
-48.592,-16.061,S-1_1,C3R2
-52.478,-16.061,S-1_1,C3R3
-55.069,-16.061,S-1_1,C3R4
-57.66,-16.061,S-1_1,C3R5
-38.228,-12.061,S-1_1,C4R0
-43.41,-12.061,S-1_1,C4R1
-48.592,-12.061,S-1_1,C4R2
-52.478,-12.061,S-1_1,C4R3
-55.069,-12.061,S-1_1,C4R4
-57.66,-12.061,S-1_1,C4R5
-38.228,-8.061,S-1_1,C5R0
-43.41,-8.061,S-1_1,C5R1
-48.592,-8.061,S-1_1,C5R2
-52.478,-8.061,S-1_1,C5R3
-55.069,-8.061,S-1_1,C5R4
-57.66,-8.061,S-1_1,C5R5
-38.228,-5.061,S-1_1,C6R0
-43.41,-5.061,S-1_1,C6R1
-48.592,-5.061,S-1_1,C6R2
-52.478,-5.061,S-1_1,C6R3
-55.069,-5.061,S-1_1,C6R4
-57.66,-5.061,S-1_1,C6R5
-38.228,-3.061,S-1_1,C7R0
-43.41,-3.061,S-1_1,C7R1
-48.592,-3.061,S-1_1,C7R2
-52.478,-3.061,S-1_1,C7R3
-55.069,-3.061,S-1_1,C7R4
-57.66,-3.061,S-1_1,C7R5
-38.228,-1.061,S-1_1,C8R0
-43.41,-1.061,S-1_1,C8R1
-48.592,-1.061,S-1_1,C8R2
-52.478,-1.061,S-1_1,C8R3
-55.069,-1.061,S-1_1,C8R4
-57.66,-1.061,S-1_1,C8R5
-61.986,-28.061,S-1_2,C0R0
-67.168,-28.061,S-1_2,C0R1
-72.35,-28.061,S-1_2,C0R2
-76.237,-28.061,S-1_2,C0R3
-78.828,-28.061,S-1_2,C0R4
-81.419,-28.061,S-1_2,C0R5
-61.986,-24.061,S-1_2,C1R0
-67.168,-24.061,S-1_2,C1R1
-72.35,-24.061,S-1_2,C1R2
-76.237,-24.061,S-1_2,C1R3
-78.828,-24.061,S-1_2,C1R4
-81.419,-24.061,S-1_2,C1R5
-61.986,-20.061,S-1_2,C2R0
-67.168,-20.061,S-1_2,C2R1
-72.35,-20.061,S-1_2,C2R2
-76.237,-20.061,S-1_2,C2R3
-78.828,-20.061,S-1_2,C2R4
-81.419,-20.061,S-1_2,C2R5
-61.986,-16.061,S-1_2,C3R0
-67.168,-16.061,S-1_2,C3R1
-72.35,-16.061,S-1_2,C3R2
-76.237,-16.061,S-1_2,C3R3
-78.828,-16.061,S-1_2,C3R4
-81.419,-16.061,S-1_2,C3R5
-61.986,-12.061,S-1_2,C4R0
-67.168,-12.061,S-1_2,C4R1
-72.35,-12.061,S-1_2,C4R2
-76.237,-12.061,S-1_2,C4R3
-78.828,-12.061,S-1_2,C4R4
-81.419,-12.061,S-1_2,C4R5
-61.986,-8.061,S-1_2,C5R0
-67.168,-8.061,S-1_2,C5R1
-72.35,-8.061,S-1_2,C5R2
-76.237,-8.061,S-1_2,C5R3
-78.828,-8.061,S-1_2,C5R4
-81.419,-8.061,S-1_2,C5R5
-61.986,-5.061,S-1_2,C6R0
-67.168,-5.061,S-1_2,C6R1
-72.35,-5.061,S-1_2,C6R2
-76.237,-5.061,S-1_2,C6R3
-78.828,-5.061,S-1_2,C6R4
-81.419,-5.061,S-1_2,C6R5
-61.986,-3.061,S-1_2,C7R0
-67.168,-3.061,S-1_2,C7R1
-72.35,-3.061,S-1_2,C7R2
-76.237,-3.061,S-1_2,C7R3
-78.828,-3.061,S-1_2,C7R4
-81.419,-3.061,S-1_2,C7R5
-61.986,-1.061,S-1_2,C8R0
-67.168,-1.061,S-1_2,C8R1
-72.35,-1.061,S-1_2,C8R2
-76.237,-1.061,S-1_2,C8R3
-78.828,-1.061,S-1_2,C8R4
-81.419,-1.061,S-1_2,C8R5
80.562,2.063,S0_-4,C0R0
75.38,2.063,S0_-4,C0R1
70.198,2.063,S0_-4,C0R2
66.311,2.063,S0_-4,C0R3
63.721,2.063,S0_-4,C0R4
61.13,2.063,S0_-4,C0R5
80.562,6.063,S0_-4,C1R0
75.38,6.063,S0_-4,C1R1
70.198,6.063,S0_-4,C1R2
66.311,6.063,S0_-4,C1R3
63.721,6.063,S0_-4,C1R4
61.13,6.063,S0_-4,C1R5
80.562,10.063,S0_-4,C2R0
75.38,10.063,S0_-4,C2R1
70.198,10.063,S0_-4,C2R2
66.311,10.063,S0_-4,C2R3
63.721,10.063,S0_-4,C2R4
61.13,10.063,S0_-4,C2R5
80.562,14.063,S0_-4,C3R0
75.38,14.063,S0_-4,C3R1
70.198,14.063,S0_-4,C3R2
66.311,14.063,S0_-4,C3R3
63.721,14.063,S0_-4,C3R4
61.13,14.063,S0_-4,C3R5
80.562,18.063,S0_-4,C4R0
75.38,18.063,S0_-4,C4R1
70.198,18.063,S0_-4,C4R2
66.311,18.063,S0_-4,C4R3
63.721,18.063,S0_-4,C4R4
61.13,18.063,S0_-4,C4R5
80.562,22.063,S0_-4,C5R0
75.38,22.063,S0_-4,C5R1
70.198,22.063,S0_-4,C5R2
66.311,22.063,S0_-4,C5R3
63.721,22.063,S0_-4,C5R4
61.13,22.063,S0_-4,C5R5
80.562,25.063,S0_-4,C6R0
75.38,25.063,S0_-4,C6R1
70.198,25.063,S0_-4,C6R2
66.311,25.063,S0_-4,C6R3
63.721,25.063,S0_-4,C6R4
61.13,25.063,S0_-4,C6R5
80.562,27.063,S0_-4,C7R0
75.38,27.063,S0_-4,C7R1
70.198,27.063,S0_-4,C7R2
66.311,27.063,S0_-4,C7R3
63.721,27.063,S0_-4,C7R4
61.13,27.063,S0_-4,C7R5
80.562,29.063,S0_-4,C8R0
75.38,29.063,S0_-4,C8R1
70.198,29.063,S0_-4,C8R2
66.311,29.063,S0_-4,C8R3
63.721,29.063,S0_-4,C8R4
61.13,29.063,S0_-4,C8R5
56.804,2.063,S0_-3,C0R0
51.622,2.063,S0_-3,C0R1
46.44,2.063,S0_-3,C0R2
42.554,2.063,S0_-3,C0R3
39.963,2.063,S0_-3,C0R4
37.372,2.063,S0_-3,C0R5
56.804,6.063,S0_-3,C1R0
51.622,6.063,S0_-3,C1R1
46.44,6.063,S0_-3,C1R2
42.554,6.063,S0_-3,C1R3
39.963,6.063,S0_-3,C1R4
37.372,6.063,S0_-3,C1R5
56.804,10.063,S0_-3,C2R0
51.622,10.063,S0_-3,C2R1
46.44,10.063,S0_-3,C2R2
42.554,10.063,S0_-3,C2R3
39.963,10.063,S0_-3,C2R4
37.372,10.063,S0_-3,C2R5
56.804,14.063,S0_-3,C3R0
51.622,14.063,S0_-3,C3R1
46.44,14.063,S0_-3,C3R2
42.554,14.063,S0_-3,C3R3
39.963,14.063,S0_-3,C3R4
37.372,14.063,S0_-3,C3R5
56.804,18.063,S0_-3,C4R0
51.622,18.063,S0_-3,C4R1
46.44,18.063,S0_-3,C4R2
42.554,18.063,S0_-3,C4R3
39.963,18.063,S0_-3,C4R4
37.372,18.063,S0_-3,C4R5
56.804,22.063,S0_-3,C5R0
51.622,22.063,S0_-3,C5R1
46.44,22.063,S0_-3,C5R2
42.554,22.063,S0_-3,C5R3
39.963,22.063,S0_-3,C5R4
37.372,22.063,S0_-3,C5R5
56.804,25.063,S0_-3,C6R0
51.622,25.063,S0_-3,C6R1
46.44,25.063,S0_-3,C6R2
42.554,25.063,S0_-3,C6R3
39.963,25.063,S0_-3,C6R4
37.372,25.063,S0_-3,C6R5
56.804,27.063,S0_-3,C7R0
51.622,27.063,S0_-3,C7R1
46.44,27.063,S0_-3,C7R2
42.554,27.063,S0_-3,C7R3
39.963,27.063,S0_-3,C7R4
37.372,27.063,S0_-3,C7R5
56.804,29.063,S0_-3,C8R0
51.622,29.063,S0_-3,C8R1
46.44,29.063,S0_-3,C8R2
42.554,29.063,S0_-3,C8R3
39.963,29.063,S0_-3,C8R4
37.372,29.063,S0_-3,C8R5
33.046,2.063,S0_-2,C0R0
27.864,2.063,S0_-2,C0R1
22.682,2.063,S0_-2,C0R2
18.796,2.063,S0_-2,C0R3
16.205,2.063,S0_-2,C0R4
13.614,2.063,S0_-2,C0R5
33.046,6.063,S0_-2,C1R0
27.864,6.063,S0_-2,C1R1
22.682,6.063,S0_-2,C1R2
18.796,6.063,S0_-2,C1R3
16.205,6.063,S0_-2,C1R4
13.614,6.063,S0_-2,C1R5
33.046,10.063,S0_-2,C2R0
27.864,10.063,S0_-2,C2R1
22.682,10.063,S0_-2,C2R2
18.796,10.063,S0_-2,C2R3
16.205,10.063,S0_-2,C2R4
13.614,10.063,S0_-2,C2R5
33.046,14.063,S0_-2,C3R0
27.864,14.063,S0_-2,C3R1
22.682,14.063,S0_-2,C3R2
18.796,14.063,S0_-2,C3R3
16.205,14.063,S0_-2,C3R4
13.614,14.063,S0_-2,C3R5
33.046,18.063,S0_-2,C4R0
27.864,18.063,S0_-2,C4R1
22.682,18.063,S0_-2,C4R2
18.796,18.063,S0_-2,C4R3
16.205,18.063,S0_-2,C4R4
13.614,18.063,S0_-2,C4R5
33.046,22.063,S0_-2,C5R0
27.864,22.063,S0_-2,C5R1
22.682,22.063,S0_-2,C5R2
18.796,22.063,S0_-2,C5R3
16.205,22.063,S0_-2,C5R4
13.614,22.063,S0_-2,C5R5
33.046,25.063,S0_-2,C6R0
27.864,25.063,S0_-2,C6R1
22.682,25.063,S0_-2,C6R2
18.796,25.063,S0_-2,C6R3
16.205,25.063,S0_-2,C6R4
13.614,25.063,S0_-2,C6R5
33.046,27.063,S0_-2,C7R0
27.864,27.063,S0_-2,C7R1
22.682,27.063,S0_-2,C7R2
18.796,27.063,S0_-2,C7R3
16.205,27.063,S0_-2,C7R4
13.614,27.063,S0_-2,C7R5
33.046,29.063,S0_-2,C8R0
27.864,29.063,S0_-2,C8R1
22.682,29.063,S0_-2,C8R2
18.796,29.063,S0_-2,C8R3
16.205,29.063,S0_-2,C8R4
13.614,29.063,S0_-2,C8R5
9.288,2.063,S0_-1,C0R0
4.106,2.063,S0_-1,C0R1
-1.076,2.063,S0_-1,C0R2
-4.962,2.063,S0_-1,C0R3
-7.553,2.063,S0_-1,C0R4
-10.144,2.063,S0_-1,C0R5
9.288,6.063,S0_-1,C1R0
4.106,6.063,S0_-1,C1R1
-1.076,6.063,S0_-1,C1R2
-4.962,6.063,S0_-1,C1R3
-7.553,6.063,S0_-1,C1R4
-10.144,6.063,S0_-1,C1R5
9.288,10.063,S0_-1,C2R0
4.106,10.063,S0_-1,C2R1
-1.076,10.063,S0_-1,C2R2
-4.962,10.063,S0_-1,C2R3
-7.553,10.063,S0_-1,C2R4
-10.144,10.063,S0_-1,C2R5
9.288,14.063,S0_-1,C3R0
4.106,14.063,S0_-1,C3R1
-1.076,14.063,S0_-1,C3R2
-4.962,14.063,S0_-1,C3R3
-7.553,14.063,S0_-1,C3R4
-10.144,14.063,S0_-1,C3R5
9.288,18.063,S0_-1,C4R0
4.106,18.063,S0_-1,C4R1
-1.076,18.063,S0_-1,C4R2
-4.962,18.063,S0_-1,C4R3
-7.553,18.063,S0_-1,C4R4
-10.144,18.063,S0_-1,C4R5
9.288,22.063,S0_-1,C5R0
4.106,22.063,S0_-1,C5R1
-1.076,22.063,S0_-1,C5R2
-4.962,22.063,S0_-1,C5R3
-7.553,22.063,S0_-1,C5R4
-10.144,22.063,S0_-1,C5R5
9.288,25.063,S0_-1,C6R0
4.106,25.063,S0_-1,C6R1
-1.076,25.063,S0_-1,C6R2
-4.962,25.063,S0_-1,C6R3
-7.553,25.063,S0_-1,C6R4
-10.144,25.063,S0_-1,C6R5
9.288,27.063,S0_-1,C7R0
4.106,27.063,S0_-1,C7R1
-1.076,27.063,S0_-1,C7R2
-4.962,27.063,S0_-1,C7R3
-7.553,27.063,S0_-1,C7R4
-10.144,27.063,S0_-1,C7R5
9.288,29.063,S0_-1,C8R0
4.106,29.063,S0_-1,C8R1
-1.076,29.063,S0_-1,C8R2
-4.962,29.063,S0_-1,C8R3
-7.553,29.063,S0_-1,C8R4
-10.144,29.063,S0_-1,C8R5
-14.47,2.063,S0_0,C0R0
-19.652,2.063,S0_0,C0R1
-24.834,2.063,S0_0,C0R2
-28.721,2.063,S0_0,C0R3
-31.311,2.063,S0_0,C0R4
-33.902,2.063,S0_0,C0R5
-14.47,6.063,S0_0,C1R0
-19.652,6.063,S0_0,C1R1
-24.834,6.063,S0_0,C1R2
-28.721,6.063,S0_0,C1R3
-31.311,6.063,S0_0,C1R4
-33.902,6.063,S0_0,C1R5
-14.47,10.063,S0_0,C2R0
-19.652,10.063,S0_0,C2R1
-24.834,10.063,S0_0,C2R2
-28.721,10.063,S0_0,C2R3
-31.311,10.063,S0_0,C2R4
-33.902,10.063,S0_0,C2R5
-14.47,14.063,S0_0,C3R0
-19.652,14.063,S0_0,C3R1
-24.834,14.063,S0_0,C3R2
-28.721,14.063,S0_0,C3R3
-31.311,14.063,S0_0,C3R4
-33.902,14.063,S0_0,C3R5
-14.47,18.063,S0_0,C4R0
-19.652,18.063,S0_0,C4R1
-24.834,18.063,S0_0,C4R2
-28.721,18.063,S0_0,C4R3
-31.311,18.063,S0_0,C4R4
-33.902,18.063,S0_0,C4R5
-14.47,22.063,S0_0,C5R0
-19.652,22.063,S0_0,C5R1
-24.834,22.063,S0_0,C5R2
-28.721,22.063,S0_0,C5R3
-31.311,22.063,S0_0,C5R4
-33.902,22.063,S0_0,C5R5
-14.47,25.063,S0_0,C6R0
-19.652,25.063,S0_0,C6R1
-24.834,25.063,S0_0,C6R2
-28.721,25.063,S0_0,C6R3
-31.311,25.063,S0_0,C6R4
-33.902,25.063,S0_0,C6R5
-14.47,27.063,S0_0,C7R0
-19.652,27.063,S0_0,C7R1
-24.834,27.063,S0_0,C7R2
-28.721,27.063,S0_0,C7R3
-31.311,27.063,S0_0,C7R4
-33.902,27.063,S0_0,C7R5
-14.47,29.063,S0_0,C8R0
-19.652,29.063,S0_0,C8R1
-24.834,29.063,S0_0,C8R2
-28.721,29.063,S0_0,C8R3
-31.311,29.063,S0_0,C8R4
-33.902,29.063,S0_0,C8R5
-38.228,2.063,S0_1,C0R0
-43.41,2.063,S0_1,C0R1
-48.592,2.063,S0_1,C0R2
-52.478,2.063,S0_1,C0R3
-55.069,2.063,S0_1,C0R4
-57.66,2.063,S0_1,C0R5
-38.228,6.063,S0_1,C1R0
-43.41,6.063,S0_1,C1R1
-48.592,6.063,S0_1,C1R2
-52.478,6.063,S0_1,C1R3
-55.069,6.063,S0_1,C1R4
-57.66,6.063,S0_1,C1R5
-38.228,10.063,S0_1,C2R0
-43.41,10.063,S0_1,C2R1
-48.592,10.063,S0_1,C2R2
-52.478,10.063,S0_1,C2R3
-55.069,10.063,S0_1,C2R4
-57.66,10.063,S0_1,C2R5
-38.228,14.063,S0_1,C3R0
-43.41,14.063,S0_1,C3R1
-48.592,14.063,S0_1,C3R2
-52.478,14.063,S0_1,C3R3
-55.069,14.063,S0_1,C3R4
-57.66,14.063,S0_1,C3R5
-38.228,18.063,S0_1,C4R0
-43.41,18.063,S0_1,C4R1
-48.592,18.063,S0_1,C4R2
-52.478,18.063,S0_1,C4R3
-55.069,18.063,S0_1,C4R4
-57.66,18.063,S0_1,C4R5
-38.228,22.063,S0_1,C5R0
-43.41,22.063,S0_1,C5R1
-48.592,22.063,S0_1,C5R2
-52.478,22.063,S0_1,C5R3
-55.069,22.063,S0_1,C5R4
-57.66,22.063,S0_1,C5R5
-38.228,25.063,S0_1,C6R0
-43.41,25.063,S0_1,C6R1
-48.592,25.063,S0_1,C6R2
-52.478,25.063,S0_1,C6R3
-55.069,25.063,S0_1,C6R4
-57.66,25.063,S0_1,C6R5
-38.228,27.063,S0_1,C7R0
-43.41,27.063,S0_1,C7R1
-48.592,27.063,S0_1,C7R2
-52.478,27.063,S0_1,C7R3
-55.069,27.063,S0_1,C7R4
-57.66,27.063,S0_1,C7R5
-38.228,29.063,S0_1,C8R0
-43.41,29.063,S0_1,C8R1
-48.592,29.063,S0_1,C8R2
-52.478,29.063,S0_1,C8R3
-55.069,29.063,S0_1,C8R4
-57.66,29.063,S0_1,C8R5
-61.986,2.063,S0_2,C0R0
-67.168,2.063,S0_2,C0R1
-72.35,2.063,S0_2,C0R2
-76.237,2.063,S0_2,C0R3
-78.828,2.063,S0_2,C0R4
-81.419,2.063,S0_2,C0R5
-61.986,6.063,S0_2,C1R0
-67.168,6.063,S0_2,C1R1
-72.35,6.063,S0_2,C1R2
-76.237,6.063,S0_2,C1R3
-78.828,6.063,S0_2,C1R4
-81.419,6.063,S0_2,C1R5
-61.986,10.063,S0_2,C2R0
-67.168,10.063,S0_2,C2R1
-72.35,10.063,S0_2,C2R2
-76.237,10.063,S0_2,C2R3
-78.828,10.063,S0_2,C2R4
-81.419,10.063,S0_2,C2R5
-61.986,14.063,S0_2,C3R0
-67.168,14.063,S0_2,C3R1
-72.35,14.063,S0_2,C3R2
-76.237,14.063,S0_2,C3R3
-78.828,14.063,S0_2,C3R4
-81.419,14.063,S0_2,C3R5
-61.986,18.063,S0_2,C4R0
-67.168,18.063,S0_2,C4R1
-72.35,18.063,S0_2,C4R2
-76.237,18.063,S0_2,C4R3
-78.828,18.063,S0_2,C4R4
-81.419,18.063,S0_2,C4R5
-61.986,22.063,S0_2,C5R0
-67.168,22.063,S0_2,C5R1
-72.35,22.063,S0_2,C5R2
-76.237,22.063,S0_2,C5R3
-78.828,22.063,S0_2,C5R4
-81.419,22.063,S0_2,C5R5
-61.986,25.063,S0_2,C6R0
-67.168,25.063,S0_2,C6R1
-72.35,25.063,S0_2,C6R2
-76.237,25.063,S0_2,C6R3
