X,Y,RETICLE_SHOT,COL|ROW
-78.828,25.063,S0_2,C6R4
-81.419,25.063,S0_2,C6R5
-61.986,27.063,S0_2,C7R0
-67.168,27.063,S0_2,C7R1
-72.35,27.063,S0_2,C7R2
-76.237,27.063,S0_2,C7R3
-78.828,27.063,S0_2,C7R4
-81.419,27.063,S0_2,C7R5
-61.986,29.063,S0_2,C8R0
-67.168,29.063,S0_2,C8R1
-72.35,29.063,S0_2,C8R2
-76.237,29.063,S0_2,C8R3
-78.828,29.063,S0_2,C8R4
-81.419,29.063,S0_2,C8R5
80.562,32.187,S1_-4,C0R0
75.38,32.187,S1_-4,C0R1
70.198,32.187,S1_-4,C0R2
66.311,32.187,S1_-4,C0R3
63.721,32.187,S1_-4,C0R4
61.13,32.187,S1_-4,C0R5
80.562,36.187,S1_-4,C1R0
75.38,36.187,S1_-4,C1R1
70.198,36.187,S1_-4,C1R2
66.311,36.187,S1_-4,C1R3
63.721,36.187,S1_-4,C1R4
61.13,36.187,S1_-4,C1R5
80.562,40.187,S1_-4,C2R0
75.38,40.187,S1_-4,C2R1
70.198,40.187,S1_-4,C2R2
66.311,40.187,S1_-4,C2R3
63.721,40.187,S1_-4,C2R4
61.13,40.187,S1_-4,C2R5
80.562,44.187,S1_-4,C3R0
75.38,44.187,S1_-4,C3R1
70.198,44.187,S1_-4,C3R2
66.311,44.187,S1_-4,C3R3
63.721,44.187,S1_-4,C3R4
61.13,44.187,S1_-4,C3R5
75.38,48.187,S1_-4,C4R1
70.198,48.187,S1_-4,C4R2
66.311,48.187,S1_-4,C4R3
63.721,48.187,S1_-4,C4R4
61.13,48.187,S1_-4,C4R5
75.38,52.187,S1_-4,C5R1
70.198,52.187,S1_-4,C5R2
66.311,52.187,S1_-4,C5R3
63.721,52.187,S1_-4,C5R4
61.13,52.187,S1_-4,C5R5
75.38,55.187,S1_-4,C6R1
70.198,55.187,S1_-4,C6R2
66.311,55.187,S1_-4,C6R3
63.721,55.187,S1_-4,C6R4
61.13,55.187,S1_-4,C6R5
70.198,57.187,S1_-4,C7R2
66.311,57.187,S1_-4,C7R3
63.721,57.187,S1_-4,C7R4
61.13,57.187,S1_-4,C7R5
70.198,59.187,S1_-4,C8R2
66.311,59.187,S1_-4,C8R3
63.721,59.187,S1_-4,C8R4
61.13,59.187,S1_-4,C8R5
56.804,32.187,S1_-3,C0R0
51.622,32.187,S1_-3,C0R1
46.44,32.187,S1_-3,C0R2
42.554,32.187,S1_-3,C0R3
39.963,32.187,S1_-3,C0R4
37.372,32.187,S1_-3,C0R5
56.804,36.187,S1_-3,C1R0
51.622,36.187,S1_-3,C1R1
46.44,36.187,S1_-3,C1R2
42.554,36.187,S1_-3,C1R3
39.963,36.187,S1_-3,C1R4
37.372,36.187,S1_-3,C1R5
56.804,40.187,S1_-3,C2R0
51.622,40.187,S1_-3,C2R1
46.44,40.187,S1_-3,C2R2
42.554,40.187,S1_-3,C2R3
39.963,40.187,S1_-3,C2R4
37.372,40.187,S1_-3,C2R5
56.804,44.187,S1_-3,C3R0
51.622,44.187,S1_-3,C3R1
46.44,44.187,S1_-3,C3R2
42.554,44.187,S1_-3,C3R3
39.963,44.187,S1_-3,C3R4
37.372,44.187,S1_-3,C3R5
56.804,48.187,S1_-3,C4R0
51.622,48.187,S1_-3,C4R1
46.44,48.187,S1_-3,C4R2
42.554,48.187,S1_-3,C4R3
39.963,48.187,S1_-3,C4R4
37.372,48.187,S1_-3,C4R5
56.804,52.187,S1_-3,C5R0
51.622,52.187,S1_-3,C5R1
46.44,52.187,S1_-3,C5R2
42.554,52.187,S1_-3,C5R3
39.963,52.187,S1_-3,C5R4
37.372,52.187,S1_-3,C5R5
56.804,55.187,S1_-3,C6R0
51.622,55.187,S1_-3,C6R1
46.44,55.187,S1_-3,C6R2
42.554,55.187,S1_-3,C6R3
39.963,55.187,S1_-3,C6R4
37.372,55.187,S1_-3,C6R5
56.804,57.187,S1_-3,C7R0
51.622,57.187,S1_-3,C7R1
46.44,57.187,S1_-3,C7R2
42.554,57.187,S1_-3,C7R3
39.963,57.187,S1_-3,C7R4
37.372,57.187,S1_-3,C7R5
56.804,59.187,S1_-3,C8R0
51.622,59.187,S1_-3,C8R1
46.44,59.187,S1_-3,C8R2
42.554,59.187,S1_-3,C8R3
39.963,59.187,S1_-3,C8R4
37.372,59.187,S1_-3,C8R5
33.046,32.187,S1_-2,C0R0
27.864,32.187,S1_-2,C0R1
22.682,32.187,S1_-2,C0R2
18.796,32.187,S1_-2,C0R3
16.205,32.187,S1_-2,C0R4
13.614,32.187,S1_-2,C0R5
33.046,36.187,S1_-2,C1R0
27.864,36.187,S1_-2,C1R1
22.682,36.187,S1_-2,C1R2
18.796,36.187,S1_-2,C1R3
16.205,36.187,S1_-2,C1R4
13.614,36.187,S1_-2,C1R5
33.046,40.187,S1_-2,C2R0
27.864,40.187,S1_-2,C2R1
22.682,40.187,S1_-2,C2R2
18.796,40.187,S1_-2,C2R3
16.205,40.187,S1_-2,C2R4
13.614,40.187,S1_-2,C2R5
33.046,44.187,S1_-2,C3R0
27.864,44.187,S1_-2,C3R1
22.682,44.187,S1_-2,C3R2
18.796,44.187,S1_-2,C3R3
16.205,44.187,S1_-2,C3R4
13.614,44.187,S1_-2,C3R5
33.046,48.187,S1_-2,C4R0
27.864,48.187,S1_-2,C4R1
22.682,48.187,S1_-2,C4R2
18.796,48.187,S1_-2,C4R3
16.205,48.187,S1_-2,C4R4
13.614,48.187,S1_-2,C4R5
33.046,52.187,S1_-2,C5R0
27.864,52.187,S1_-2,C5R1
22.682,52.187,S1_-2,C5R2
18.796,52.187,S1_-2,C5R3
16.205,52.187,S1_-2,C5R4
13.614,52.187,S1_-2,C5R5
33.046,55.187,S1_-2,C6R0
27.864,55.187,S1_-2,C6R1
22.682,55.187,S1_-2,C6R2
18.796,55.187,S1_-2,C6R3
16.205,55.187,S1_-2,C6R4
13.614,55.187,S1_-2,C6R5
33.046,57.187,S1_-2,C7R0
27.864,57.187,S1_-2,C7R1
22.682,57.187,S1_-2,C7R2
18.796,57.187,S1_-2,C7R3
16.205,57.187,S1_-2,C7R4
13.614,57.187,S1_-2,C7R5
33.046,59.187,S1_-2,C8R0
27.864,59.187,S1_-2,C8R1
22.682,59.187,S1_-2,C8R2
18.796,59.187,S1_-2,C8R3
16.205,59.187,S1_-2,C8R4
13.614,59.187,S1_-2,C8R5
9.288,32.187,S1_-1,C0R0
4.106,32.187,S1_-1,C0R1
-1.076,32.187,S1_-1,C0R2
-4.962,32.187,S1_-1,C0R3
-7.553,32.187,S1_-1,C0R4
-10.144,32.187,S1_-1,C0R5
9.288,36.187,S1_-1,C1R0
4.106,36.187,S1_-1,C1R1
-1.076,36.187,S1_-1,C1R2
-4.962,36.187,S1_-1,C1R3
-7.553,36.187,S1_-1,C1R4
-10.144,36.187,S1_-1,C1R5
9.288,40.187,S1_-1,C2R0
4.106,40.187,S1_-1,C2R1
-1.076,40.187,S1_-1,C2R2
-4.962,40.187,S1_-1,C2R3
-7.553,40.187,S1_-1,C2R4
-10.144,40.187,S1_-1,C2R5
9.288,44.187,S1_-1,C3R0
4.106,44.187,S1_-1,C3R1
-1.076,44.187,S1_-1,C3R2
-4.962,44.187,S1_-1,C3R3
-7.553,44.187,S1_-1,C3R4
-10.144,44.187,S1_-1,C3R5
9.288,48.187,S1_-1,C4R0
4.106,48.187,S1_-1,C4R1
-1.076,48.187,S1_-1,C4R2
-4.962,48.187,S1_-1,C4R3
-7.553,48.187,S1_-1,C4R4
-10.144,48.187,S1_-1,C4R5
9.288,52.187,S1_-1,C5R0
4.106,52.187,S1_-1,C5R1
-1.076,52.187,S1_-1,C5R2
-4.962,52.187,S1_-1,C5R3
-7.553,52.187,S1_-1,C5R4
-10.144,52.187,S1_-1,C5R5
9.288,55.187,S1_-1,C6R0
4.106,55.187,S1_-1,C6R1
-1.076,55.187,S1_-1,C6R2
-4.962,55.187,S1_-1,C6R3
-7.553,55.187,S1_-1,C6R4
-10.144,55.187,S1_-1,C6R5
9.288,57.187,S1_-1,C7R0
4.106,57.187,S1_-1,C7R1
-1.076,57.187,S1_-1,C7R2
-4.962,57.187,S1_-1,C7R3
-7.553,57.187,S1_-1,C7R4
-10.144,57.187,S1_-1,C7R5
9.288,59.187,S1_-1,C8R0
4.106,59.187,S1_-1,C8R1
-1.076,59.187,S1_-1,C8R2
-4.962,59.187,S1_-1,C8R3
-7.553,59.187,S1_-1,C8R4
-10.144,59.187,S1_-1,C8R5
-14.47,32.187,S1_0,C0R0
-19.652,32.187,S1_0,C0R1
-24.834,32.187,S1_0,C0R2
-28.721,32.187,S1_0,C0R3
-31.311,32.187,S1_0,C0R4
-33.902,32.187,S1_0,C0R5
-14.47,36.187,S1_0,C1R0
-19.652,36.187,S1_0,C1R1
-24.834,36.187,S1_0,C1R2
-28.721,36.187,S1_0,C1R3
-31.311,36.187,S1_0,C1R4
-33.902,36.187,S1_0,C1R5
-14.47,40.187,S1_0,C2R0
-19.652,40.187,S1_0,C2R1
-24.834,40.187,S1_0,C2R2
-28.721,40.187,S1_0,C2R3
-31.311,40.187,S1_0,C2R4
-33.902,40.187,S1_0,C2R5
-14.47,44.187,S1_0,C3R0
-19.652,44.187,S1_0,C3R1
-24.834,44.187,S1_0,C3R2
-28.721,44.187,S1_0,C3R3
-31.311,44.187,S1_0,C3R4
-33.902,44.187,S1_0,C3R5
-14.47,48.187,S1_0,C4R0
-19.652,48.187,S1_0,C4R1
-24.834,48.187,S1_0,C4R2
-28.721,48.187,S1_0,C4R3
-31.311,48.187,S1_0,C4R4
-33.902,48.187,S1_0,C4R5
-14.47,52.187,S1_0,C5R0
-19.652,52.187,S1_0,C5R1
-24.834,52.187,S1_0,C5R2
-28.721,52.187,S1_0,C5R3
-31.311,52.187,S1_0,C5R4
-33.902,52.187,S1_0,C5R5
-14.47,55.187,S1_0,C6R0
-19.652,55.187,S1_0,C6R1
-24.834,55.187,S1_0,C6R2
-28.721,55.187,S1_0,C6R3
-31.311,55.187,S1_0,C6R4
-33.902,55.187,S1_0,C6R5
-14.47,57.187,S1_0,C7R0
-19.652,57.187,S1_0,C7R1
-24.834,57.187,S1_0,C7R2
-28.721,57.187,S1_0,C7R3
-31.311,57.187,S1_0,C7R4
-33.902,57.187,S1_0,C7R5
-14.47,59.187,S1_0,C8R0
-19.652,59.187,S1_0,C8R1
-24.834,59.187,S1_0,C8R2
-28.721,59.187,S1_0,C8R3
-31.311,59.187,S1_0,C8R4
-33.902,59.187,S1_0,C8R5
-38.228,32.187,S1_1,C0R0
-43.41,32.187,S1_1,C0R1
-48.592,32.187,S1_1,C0R2
-52.478,32.187,S1_1,C0R3
-55.069,32.187,S1_1,C0R4
-57.66,32.187,S1_1,C0R5
-38.228,36.187,S1_1,C1R0
-43.41,36.187,S1_1,C1R1
-48.592,36.187,S1_1,C1R2
-52.478,36.187,S1_1,C1R3
-55.069,36.187,S1_1,C1R4
-57.66,36.187,S1_1,C1R5
-38.228,40.187,S1_1,C2R0
-43.41,40.187,S1_1,C2R1
-48.592,40.187,S1_1,C2R2
-52.478,40.187,S1_1,C2R3
-55.069,40.187,S1_1,C2R4
-57.66,40.187,S1_1,C2R5
-38.228,44.187,S1_1,C3R0
-43.41,44.187,S1_1,C3R1
-48.592,44.187,S1_1,C3R2
-52.478,44.187,S1_1,C3R3
-55.069,44.187,S1_1,C3R4
-57.66,44.187,S1_1,C3R5
-38.228,48.187,S1_1,C4R0
-43.41,48.187,S1_1,C4R1
-48.592,48.187,S1_1,C4R2
-52.478,48.187,S1_1,C4R3
-55.069,48.187,S1_1,C4R4
-57.66,48.187,S1_1,C4R5
-38.228,52.187,S1_1,C5R0
-43.41,52.187,S1_1,C5R1
-48.592,52.187,S1_1,C5R2
-52.478,52.187,S1_1,C5R3
-55.069,52.187,S1_1,C5R4
-57.66,52.187,S1_1,C5R5
-38.228,55.187,S1_1,C6R0
-43.41,55.187,S1_1,C6R1
-48.592,55.187,S1_1,C6R2
-52.478,55.187,S1_1,C6R3
-55.069,55.187,S1_1,C6R4
-57.66,55.187,S1_1,C6R5
-38.228,57.187,S1_1,C7R0
-43.41,57.187,S1_1,C7R1
-48.592,57.187,S1_1,C7R2
-52.478,57.187,S1_1,C7R3
-55.069,57.187,S1_1,C7R4
-57.66,57.187,S1_1,C7R5
-38.228,59.187,S1_1,C8R0
-43.41,59.187,S1_1,C8R1
-48.592,59.187,S1_1,C8R2
-52.478,59.187,S1_1,C8R3
-55.069,59.187,S1_1,C8R4
-57.66,59.187,S1_1,C8R5
-61.986,32.187,S1_2,C0R0
-67.168,32.187,S1_2,C0R1
-72.35,32.187,S1_2,C0R2
-76.237,32.187,S1_2,C0R3
-78.828,32.187,S1_2,C0R4
-81.419,32.187,S1_2,C0R5
-61.986,36.187,S1_2,C1R0
-67.168,36.187,S1_2,C1R1
-72.35,36.187,S1_2,C1R2
-76.237,36.187,S1_2,C1R3
-78.828,36.187,S1_2,C1R4
-81.419,36.187,S1_2,C1R5
-61.986,40.187,S1_2,C2R0
-67.168,40.187,S1_2,C2R1
-72.35,40.187,S1_2,C2R2
-76.237,40.187,S1_2,C2R3
-78.828,40.187,S1_2,C2R4
-81.419,40.187,S1_2,C2R5
-61.986,44.187,S1_2,C3R0
-67.168,44.187,S1_2,C3R1
-72.35,44.187,S1_2,C3R2
-76.237,44.187,S1_2,C3R3
-78.828,44.187,S1_2,C3R4
-81.419,44.187,S1_2,C3R5
-61.986,48.187,S1_2,C4R0
-67.168,48.187,S1_2,C4R1
-72.35,48.187,S1_2,C4R2
-76.237,48.187,S1_2,C4R3
-78.828,48.187,S1_2,C4R4
-81.419,48.187,S1_2,C4R5
-61.986,52.187,S1_2,C5R0
-67.168,52.187,S1_2,C5R1
-72.35,52.187,S1_2,C5R2
-76.237,52.187,S1_2,C5R3
-78.828,52.187,S1_2,C5R4
-61.986,55.187,S1_2,C6R0
-67.168,55.187,S1_2,C6R1
-72.35,55.187,S1_2,C6R2
-76.237,55.187,S1_2,C6R3
-61.986,57.187,S1_2,C7R0
-67.168,57.187,S1_2,C7R1
-72.35,57.187,S1_2,C7R2
-76.237,57.187,S1_2,C7R3
-61.986,59.187,S1_2,C8R0
-67.168,59.187,S1_2,C8R1
-72.35,59.187,S1_2,C8R2
56.804,62.311,S2_-3,C0R0
51.622,62.311,S2_-3,C0R1
46.44,62.311,S2_-3,C0R2
42.554,62.311,S2_-3,C0R3
39.963,62.311,S2_-3,C0R4
37.372,62.311,S2_-3,C0R5
56.804,66.311,S2_-3,C1R0
51.622,66.311,S2_-3,C1R1
46.44,66.311,S2_-3,C1R2
42.554,66.311,S2_-3,C1R3
39.963,66.311,S2_-3,C1R4
37.372,66.311,S2_-3,C1R5
56.804,70.311,S2_-3,C2R0
51.622,70.311,S2_-3,C2R1
46.44,70.311,S2_-3,C2R2
42.554,70.311,S2_-3,C2R3
39.963,70.311,S2_-3,C2R4
37.372,70.311,S2_-3,C2R5
56.804,74.311,S2_-3,C3R0
51.622,74.311,S2_-3,C3R1
46.44,74.311,S2_-3,C3R2
42.554,74.311,S2_-3,C3R3
39.963,74.311,S2_-3,C3R4
37.372,74.311,S2_-3,C3R5
51.622,78.311,S2_-3,C4R1
46.44,78.311,S2_-3,C4R2
42.554,78.311,S2_-3,C4R3
39.963,78.311,S2_-3,C4R4
37.372,78.311,S2_-3,C4R5
42.554,82.311,S2_-3,C5R3
39.963,82.311,S2_-3,C5R4
37.372,82.311,S2_-3,C5R5
42.554,85.311,S2_-3,C6R3
39.963,85.311,S2_-3,C6R4
37.372,85.311,S2_-3,C6R5
37.372,87.311,S2_-3,C7R5
33.046,62.311,S2_-2,C0R0
27.864,62.311,S2_-2,C0R1
22.682,62.311,S2_-2,C0R2
18.796,62.311,S2_-2,C0R3
16.205,62.311,S2_-2,C0R4
13.614,62.311,S2_-2,C0R5
33.046,66.311,S2_-2,C1R0
27.864,66.311,S2_-2,C1R1
22.682,66.311,S2_-2,C1R2
18.796,66.311,S2_-2,C1R3
16.205,66.311,S2_-2,C1R4
13.614,66.311,S2_-2,C1R5
33.046,70.311,S2_-2,C2R0
27.864,70.311,S2_-2,C2R1
22.682,70.311,S2_-2,C2R2
18.796,70.311,S2_-2,C2R3
16.205,70.311,S2_-2,C2R4
13.614,70.311,S2_-2,C2R5
33.046,74.311,S2_-2,C3R0
27.864,74.311,S2_-2,C3R1
22.682,74.311,S2_-2,C3R2
18.796,74.311,S2_-2,C3R3
16.205,74.311,S2_-2,C3R4
13.614,74.311,S2_-2,C3R5
33.046,78.311,S2_-2,C4R0
27.864,78.311,S2_-2,C4R1
22.682,78.311,S2_-2,C4R2
18.796,78.311,S2_-2,C4R3
16.205,78.311,S2_-2,C4R4
13.614,78.311,S2_-2,C4R5
33.046,82.311,S2_-2,C5R0
27.864,82.311,S2_-2,C5R1
22.682,82.311,S2_-2,C5R2
18.796,82.311,S2_-2,C5R3
16.205,82.311,S2_-2,C5R4
13.614,82.311,S2_-2,C5R5
33.046,85.311,S2_-2,C6R0
27.864,85.311,S2_-2,C6R1
22.682,85.311,S2_-2,C6R2
18.796,85.311,S2_-2,C6R3
16.205,85.311,S2_-2,C6R4
13.614,85.311,S2_-2,C6R5
33.046,87.311,S2_-2,C7R0
27.864,87.311,S2_-2,C7R1
22.682,87.311,S2_-2,C7R2
18.796,87.311,S2_-2,C7R3
16.205,87.311,S2_-2,C7R4
13.614,87.311,S2_-2,C7R5
33.046,89.311,S2_-2,C8R0
27.864,89.311,S2_-2,C8R1
22.682,89.311,S2_-2,C8R2
18.796,89.311,S2_-2,C8R3
16.205,89.311,S2_-2,C8R4
13.614,89.311,S2_-2,C8R5
9.288,62.311,S2_-1,C0R0
4.106,62.311,S2_-1,C0R1
-1.076,62.311,S2_-1,C0R2
-4.962,62.311,S2_-1,C0R3
-7.553,62.311,S2_-1,C0R4
-10.144,62.311,S2_-1,C0R5
9.288,66.311,S2_-1,C1R0
4.106,66.311,S2_-1,C1R1
-1.076,66.311,S2_-1,C1R2
-4.962,66.311,S2_-1,C1R3
-7.553,66.311,S2_-1,C1R4
-10.144,66.311,S2_-1,C1R5
9.288,70.311,S2_-1,C2R0
4.106,70.311,S2_-1,C2R1
-1.076,70.311,S2_-1,C2R2
-4.962,70.311,S2_-1,C2R3
-7.553,70.311,S2_-1,C2R4
-10.144,70.311,S2_-1,C2R5
9.288,74.311,S2_-1,C3R0
4.106,74.311,S2_-1,C3R1
-1.076,74.311,S2_-1,C3R2
-4.962,74.311,S2_-1,C3R3
-7.553,74.311,S2_-1,C3R4
-10.144,74.311,S2_-1,C3R5
9.288,78.311,S2_-1,C4R0
4.106,78.311,S2_-1,C4R1
-1.076,78.311,S2_-1,C4R2
-4.962,78.311,S2_-1,C4R3
-7.553,78.311,S2_-1,C4R4
-10.144,78.311,S2_-1,C4R5
9.288,82.311,S2_-1,C5R0
4.106,82.311,S2_-1,C5R1
-1.076,82.311,S2_-1,C5R2
-4.962,82.311,S2_-1,C5R3
-7.553,82.311,S2_-1,C5R4
-10.144,82.311,S2_-1,C5R5
9.288,85.311,S2_-1,C6R0
4.106,85.311,S2_-1,C6R1
-1.076,85.311,S2_-1,C6R2
-4.962,85.311,S2_-1,C6R3
-7.553,85.311,S2_-1,C6R4
-10.144,85.311,S2_-1,C6R5
9.288,87.311,S2_-1,C7R0
4.106,87.311,S2_-1,C7R1
-1.076,87.311,S2_-1,C7R2
-4.962,87.311,S2_-1,C7R3
-7.553,87.311,S2_-1,C7R4
-10.144,87.311,S2_-1,C7R5
9.288,89.311,S2_-1,C8R0
4.106,89.311,S2_-1,C8R1
-1.076,89.311,S2_-1,C8R2
-4.962,89.311,S2_-1,C8R3
-7.553,89.311,S2_-1,C8R4
-10.144,89.311,S2_-1,C8R5
-14.47,62.311,S2_0,C0R0
-19.652,62.311,S2_0,C0R1
-24.834,62.311,S2_0,C0R2
-28.721,62.311,S2_0,C0R3
-31.311,62.311,S2_0,C0R4
-33.902,62.311,S2_0,C0R5
-14.47,66.311,S2_0,C1R0
-19.652,66.311,S2_0,C1R1
-24.834,66.311,S2_0,C1R2
-28.721,66.311,S2_0,C1R3
-31.311,66.311,S2_0,C1R4
-33.902,66.311,S2_0,C1R5
-14.47,70.311,S2_0,C2R0
-19.652,70.311,S2_0,C2R1
-24.834,70.311,S2_0,C2R2
-28.721,70.311,S2_0,C2R3
-31.311,70.311,S2_0,C2R4
-33.902,70.311,S2_0,C2R5
-14.47,74.311,S2_0,C3R0
-19.652,74.311,S2_0,C3R1
-24.834,74.311,S2_0,C3R2
-28.721,74.311,S2_0,C3R3
-31.311,74.311,S2_0,C3R4
-33.902,74.311,S2_0,C3R5
-14.47,78.311,S2_0,C4R0
-19.652,78.311,S2_0,C4R1
-24.834,78.311,S2_0,C4R2
-28.721,78.311,S2_0,C4R3
-31.311,78.311,S2_0,C4R4
-33.902,78.311,S2_0,C4R5
-14.47,82.311,S2_0,C5R0
-19.652,82.311,S2_0,C5R1
-24.834,82.311,S2_0,C5R2
-28.721,82.311,S2_0,C5R3
-31.311,82.311,S2_0,C5R4
-33.902,82.311,S2_0,C5R5
-14.47,85.311,S2_0,C6R0
-19.652,85.311,S2_0,C6R1
-24.834,85.311,S2_0,C6R2
-28.721,85.311,S2_0,C6R3
-31.311,85.311,S2_0,C6R4
-33.902,85.311,S2_0,C6R5
-14.47,87.311,S2_0,C7R0
-19.652,87.311,S2_0,C7R1
-24.834,87.311,S2_0,C7R2
-28.721,87.311,S2_0,C7R3
-31.311,87.311,S2_0,C7R4
-33.902,87.311,S2_0,C7R5
-14.47,89.311,S2_0,C8R0
-19.652,89.311,S2_0,C8R1
-24.834,89.311,S2_0,C8R2
-28.721,89.311,S2_0,C8R3
-31.311,89.311,S2_0,C8R4
-33.902,89.311,S2_0,C8R5
-38.228,62.311,S2_1,C0R0
-43.41,62.311,S2_1,C0R1
-48.592,62.311,S2_1,C0R2
-52.478,62.311,S2_1,C0R3
-55.069,62.311,S2_1,C0R4
-57.66,62.311,S2_1,C0R5
-38.228,66.311,S2_1,C1R0
-43.41,66.311,S2_1,C1R1
-48.592,66.311,S2_1,C1R2
-52.478,66.311,S2_1,C1R3
-55.069,66.311,S2_1,C1R4
-57.66,66.311,S2_1,C1R5
-38.228,70.311,S2_1,C2R0
-43.41,70.311,S2_1,C2R1
-48.592,70.311,S2_1,C2R2
-52.478,70.311,S2_1,C2R3
-55.069,70.311,S2_1,C2R4
-57.66,70.311,S2_1,C2R5
-38.228,74.311,S2_1,C3R0
-43.41,74.311,S2_1,C3R1
-48.592,74.311,S2_1,C3R2
-52.478,74.311,S2_1,C3R3
-55.069,74.311,S2_1,C3R4
-57.66,74.311,S2_1,C3R5
-38.228,78.311,S2_1,C4R0
-43.41,78.311,S2_1,C4R1
-48.592,78.311,S2_1,C4R2
-52.478,78.311,S2_1,C4R3
-38.228,82.311,S2_1,C5R0
-43.41,82.311,S2_1,C5R1
-38.228,85.311,S2_1,C6R0
